"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: domainsCount","Param: mapType","Param: operationMix","Param: prefillFactor","Param: prefixLength","Param: seed"
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"32102,416508","2507,410325","ops/ms",5,SYNCHRONIZED_HASH_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"23383,733180","1260,003753","ops/ms",5,SYNCHRONIZED_HASH_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"16338,910305","1759,731392","ops/ms",5,SYNCHRONIZED_HASH_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"15794,062316","616,563377","ops/ms",5,SYNCHRONIZED_HASH_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"15380,439676","1428,124453","ops/ms",5,SYNCHRONIZED_HASH_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"15227,832565","650,638674","ops/ms",5,SYNCHRONIZED_HASH_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"4706,151357","681,337415","ops/ms",5,SYNCHRONIZED_TREE_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"3781,495926","388,027396","ops/ms",5,SYNCHRONIZED_TREE_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2940,103950","249,304078","ops/ms",5,SYNCHRONIZED_TREE_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2764,189386","135,984238","ops/ms",5,SYNCHRONIZED_TREE_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2685,622590","116,121961","ops/ms",5,SYNCHRONIZED_TREE_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2720,305992","135,264118","ops/ms",5,SYNCHRONIZED_TREE_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"28790,265922","2282,749853","ops/ms",5,RW_SYNCHRONIZED_HASH_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"21791,668750","1943,112406","ops/ms",5,RW_SYNCHRONIZED_HASH_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"14732,507702","1627,855107","ops/ms",5,RW_SYNCHRONIZED_HASH_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"14667,716837","556,715449","ops/ms",5,RW_SYNCHRONIZED_HASH_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"14480,179890","596,784639","ops/ms",5,RW_SYNCHRONIZED_HASH_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"14381,032861","610,237042","ops/ms",5,RW_SYNCHRONIZED_HASH_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"4661,427349","718,679082","ops/ms",5,RW_SYNCHRONIZED_TREE_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"3660,146767","391,844238","ops/ms",5,RW_SYNCHRONIZED_TREE_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2901,915062","165,180634","ops/ms",5,RW_SYNCHRONIZED_TREE_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2666,435373","136,721903","ops/ms",5,RW_SYNCHRONIZED_TREE_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2680,811820","135,657564","ops/ms",5,RW_SYNCHRONIZED_TREE_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2675,106999","114,214028","ops/ms",5,RW_SYNCHRONIZED_TREE_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"37804,153789","3817,262865","ops/ms",5,CONCURRENT_HASH_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"26732,572611","522,073864","ops/ms",5,CONCURRENT_HASH_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"18523,317119","2527,801266","ops/ms",5,CONCURRENT_HASH_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"16421,225595","691,672178","ops/ms",5,CONCURRENT_HASH_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"14813,012528","1095,133909","ops/ms",5,CONCURRENT_HASH_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"15631,764550","691,903550","ops/ms",5,CONCURRENT_HASH_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"35370,766779","1854,428408","ops/ms",5,NON_BLOCKING_HASH_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"26780,271831","3734,257766","ops/ms",5,NON_BLOCKING_HASH_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"16014,478122","747,269697","ops/ms",5,NON_BLOCKING_HASH_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"13342,977529","788,656809","ops/ms",5,NON_BLOCKING_HASH_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"12055,792948","517,218171","ops/ms",5,NON_BLOCKING_HASH_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"11191,277317","341,665765","ops/ms",5,NON_BLOCKING_HASH_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"4410,508968","657,338084","ops/ms",5,SHARDED_TREE_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"3730,126192","373,671650","ops/ms",5,SHARDED_TREE_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2893,042547","214,232041","ops/ms",5,SHARDED_TREE_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2641,345480","146,433396","ops/ms",5,SHARDED_TREE_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2662,959930","146,119451","ops/ms",5,SHARDED_TREE_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2655,543944","130,837900","ops/ms",5,SHARDED_TREE_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"4207,426458","686,220130","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2738,660530","247,667631","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"2056,126723","44,606043","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"1702,066505","22,398810","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"1588,245820","25,482261","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",1,15,"1550,405913","31,386163","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,0:50,0.5,3,42
